komentar,emosi,sentimen
"Nyata banget ini, parahnya bukan main, udah jatuh ditimpa kamera polisi, gak ada maksud jelek",Lainnya,
"Ini mah keterlaluan, liat-liat dulu aja deh, semoga bermanfaat",Lainnya,
"Lo pernah liat video itu gak, malu banget ama instansi yang harusnya melindungi, santai aja bacanya",Lainnya,
"Menurut gw, masih nunggu penjelasan dari pihak berwenang, cuma share aja",Lainnya,
"Bener juga ya, jangan takut speak up soal ketidakadilan, sekian aja sih",Takut,
"Menurut gw, jangan takut speak up soal ketidakadilan, gimana menurut lo?",Takut,
"Serius deh, malu banget ama instansi yang harusnya melindungi, good vibes only",Lainnya,
"Kocak tapi miris, penting banget edukasi hukum ke masyarakat, gimana menurut lo?",Sedih,
"Sadar gak sih, viral kayak gini penting biar dibuka matanya, cmiiw ya",Lainnya,
"Gue gak habis pikir, sekilas kayak pembiaran, tapi pengen liat konfirmasi dulu, sekian aja sih",Lainnya,
"Miris banget, pengen tau ending-nya gimana nanti, peace all ✌️",Lainnya,
"Menurut gw, doain korban kuat dan sehat terus, tetap waspada guys 💪",Lainnya,
"Serius deh, semoga pelaku dan pembiar dihukum adil, any thoughts?",Lainnya,
"Menurut gw, masih coba cerna kenapa gak ada yang bantu, cmiiw ya",Lainnya,
"Asli parah, semoga institusi berbenah, lagi rame nih",Lainnya,
"Lo pernah liat video itu gak, ini kalo gak viral, bakalan hilang gitu aja, lagi rame nih",Lainnya,
"Gue setuju sih, kok bisa kejadian di depan mapolri?, let’s discuss",Lainnya,
"Btw guys, baru liat videonya rame di X, peace all ✌️",Lainnya,
"Serius deh, akhirnya banyak yang buka suara soal ini 👏, cmiiw ya",Lainnya,
"Asli parah, gak ngerti ama logika aparat sekarang, penasaran ama opini kalian",Lainnya,
"Bener juga ya, semoga Polri mau introspeksi, good vibes only",Lainnya,
"Ini mah keterlaluan, jangan takut speak up soal ketidakadilan, no hate ya",Takut,
"Sadar gak sih, baru liat videonya rame di X, penasaran ama opini kalian",Lainnya,
"Fix banget, jangan sampe kejadian kayak gini keulang lagi, ini opini pribadi",Lainnya,
"Ini mah keterlaluan, udah kayak negara tanpa hukum, gimana menurut lo?",Lainnya,
"Fix banget, semoga institusi berbenah, cuma share aja",Lainnya,
"Asli parah, polisinya malah nontonin, sumpah absurd, cuma share aja",Lainnya,
"Fix banget, tugas polisi bukan jadi kameramen, lagi rame nih",Lainnya,
"Fix banget, jangan takut speak up soal ketidakadilan, penasaran ama opini kalian",Takut,
"Asli parah, udah kayak negara tanpa hukum, any thoughts?",Lainnya,
"Gue gak habis pikir, miris banget lihat pembiaran kekerasan gitu, gak ada maksud jelek",Lainnya,
"Gak masuk akal sih, ini kalo gak viral, bakalan hilang gitu aja, lagi rame nih",Lainnya,
"Sadar gak sih, banyak yang masih debat soal video itu, tetap waspada guys 💪",Lainnya,
"Bener juga ya, kita bayar pajak buat ditontonin doang?, setuju gak?",Lainnya,
"Gue baru kepikiran, semoga korban dapet keadilan 🙏, ini opini pribadi",Lainnya,
"Nyata banget ini, fungsi polisi buat apa kalo gini?, gak ada maksud jelek",Lainnya,
"Gak masuk akal sih, udah kayak negara tanpa hukum, curious ama pendapat lain",Lainnya,
"Miris banget, udah kayak negara tanpa hukum, cuma share aja",Lainnya,
"Asli serem, ini bukan cuma salah pelaku, yang diem juga bersalah, semoga bermanfaat",Lainnya,
"Nyata banget ini, kita bayar pajak buat ditontonin doang?, apa pendapat kalian?",Lainnya,
"Nyata banget ini, ga tau harus bela siapa dulu, cmiiw ya",Lainnya,
"Baru ngeh deh, masyarakat gak boleh diam aja sih, apa pendapat kalian?",Lainnya,
"Gue setuju sih, penting banget edukasi hukum ke masyarakat, gimana menurut lo?",Sedih,
"Gue gak habis pikir, tugas polisi bukan jadi kameramen, no hate ya",Lainnya,
"Ini mah keterlaluan, pengen tau ending-nya gimana nanti, tetap waspada guys 💪",Lainnya,
"Miris banget, masih banyak orang baik yang peduli, sekian aja sih",Lainnya,
"Gue baru kepikiran, masih banyak orang baik yang peduli, sekilas pikiran aja",Lainnya,
"Asli parah, semoga korban dapet keadilan 🙏, lagi rame nih",Lainnya,
"Menurut gw, itu debt collector udah kayak preman, lagi rame nih",Lainnya,
"Ini mah keterlaluan, fungsi polisi buat apa kalo gini?, lagi rame nih",Lainnya,
"Lo pernah liat video itu gak, rame banget yang repost, any thoughts?",Lainnya,
"Bener juga ya, penting banget edukasi hukum ke masyarakat, let’s discuss",Sedih,
"Fix banget, ini kalo gak viral, bakalan hilang gitu aja, apa pendapat kalian?",Lainnya,
"Asli parah, kalo rakyat kecil, pasti udah ditangkap tuh, ini opini pribadi",Lainnya,
"Anjir sumpah, kok bisa diem aja sih? 😤, semoga bermanfaat",Marah,
"Gue gak habis pikir, lumayan viral nih kasusnya, no hate ya",Lainnya,
"Gokil sih, kok bisa diem aja sih? 😤, cuma share aja",Lainnya,
"Gue setuju sih, polisinya malah nontonin, sumpah absurd, cuma share aja",Lainnya,
"Sadar gak sih, semoga pelaku dan pembiar dihukum adil, gak ada maksud jelek",Lainnya,
"Gue gak habis pikir, viral kayak gini penting biar dibuka matanya, santai aja bacanya",Lainnya,
"Asli parah, gak ngerti ama logika aparat sekarang, peace all ✌️",Lainnya,
"Gak masuk akal sih, belum jelas juga siapa yang bener, no hate ya",Lainnya,
"Kocak tapi miris, kayaknya bakal panjang urusannya, good vibes only",Lainnya,
"Menurut gw, masih nunggu penjelasan dari pihak berwenang, santai aja bacanya",Lainnya,
"Nyata banget ini, viral kayak gini penting biar dibuka matanya, peace all ✌️",Lainnya,
"Asli serem, debt collector liar makin berani karena dibiarin, no hate ya",Lainnya,
"Gue gak habis pikir, respect sama orang yang rekam dan sebarin videonya, any thoughts?",Lainnya,
"Asli serem, semoga ini jadi titik balik perubahan, lagi rame nih",Lainnya,
"Anjir sumpah, jangan sampe kejadian kayak gini keulang lagi, gimana menurut lo?",Marah,
"Sadar gak sih, masih banyak orang baik yang peduli, ini opini pribadi",Lainnya,
"Kocak tapi miris, jangan takut speak up soal ketidakadilan, lagi rame nih",Takut,
"Anjir sumpah, masih coba cerna kenapa gak ada yang bantu, no hate ya",Marah,
"Gue setuju sih, semoga institusi berbenah, good vibes only",Lainnya,
"Asli serem, lagi trending banget di explore, peace all ✌️",Lainnya,
"Ini mah keterlaluan, fungsi polisi buat apa kalo gini?, ini opini pribadi",Lainnya,
"Gue gak habis pikir, respect sama orang yang rekam dan sebarin videonya, no hate ya",Lainnya,
"Menurut gw, ini kalo gak viral, bakalan hilang gitu aja, apa pendapat kalian?",Lainnya,
"Gue baru kepikiran, akhirnya banyak yang buka suara soal ini 👏, lagi rame nih",Lainnya,
"Gue gak habis pikir, semoga pelaku dihukum setimpal, semoga bermanfaat",Lainnya,
"Serius deh, rame banget debatnya di medsos, good vibes only",Lainnya,
"Kocak tapi miris, semoga Polri mau introspeksi, tetap waspada guys 💪",Lainnya,
"Gue baru kepikiran, ini bukan cuma salah pelaku, yang diem juga bersalah, curious ama pendapat lain",Lainnya,
"Anjir sumpah, parahnya bukan main, udah jatuh ditimpa kamera polisi, apa pendapat kalian?",Marah,
"Kocak tapi miris, tugas polisi bukan jadi kameramen, santai aja bacanya",Lainnya,
"Asli serem, masih banyak orang baik yang peduli, no hate ya",Lainnya,
"Gak masuk akal sih, penting banget edukasi hukum ke masyarakat, no hate ya",Sedih,
"Bener juga ya, tindakan kayak gini harusnya dilawan bareng-bareng, apa pendapat kalian?",Lainnya,
"Menurut gw, kita harus bareng-bareng jaga keadilan, santai aja bacanya",Lainnya,
"Serius deh, tugas polisi bukan jadi kameramen, tetap waspada guys 💪",Lainnya,
"Anjir sumpah, kok bisa diem aja sih? 😤, cuma share aja",Marah,
"Asli parah, lumayan viral nih kasusnya, cuma share aja",Lainnya,
"Serius deh, gak ngerti ama logika aparat sekarang, good vibes only",Lainnya,
"Gue setuju sih, semoga korban dapet bantuan hukum, cmiiw ya",Lainnya,
"Btw guys, tindakan kayak gini harusnya dilawan bareng-bareng, any thoughts?",Lainnya,
"Bener juga ya, harusnya viral biar ditindak, curious ama pendapat lain",Lainnya,
"Kocak tapi miris, miris banget lihat pembiaran kekerasan gitu, cmiiw ya",Lainnya,
"Bener juga ya, itu debt collector udah kayak preman, semoga bermanfaat",Lainnya,
"Bener juga ya, jangan-jangan udah biasa diem aja?, any thoughts?",Lainnya,
"Fix banget, semoga Polri mau introspeksi, peace all ✌️",Lainnya,
"Nyata banget ini, semoga korban dapet bantuan hukum, setuju gak?",Lainnya,
"Btw guys, jangan sampe kejadian kayak gini keulang lagi, sekilas pikiran aja",Lainnya,
"Ini mah keterlaluan, ini kalo gak viral, bakalan hilang gitu aja, semoga bermanfaat",Lainnya,
"Miris banget, malu banget ama instansi yang harusnya melindungi, sekian aja sih",Lainnya,
"Asli parah, masa kejadian kayak gitu ga ditindak?, semoga bermanfaat",Lainnya,
"Anjir sumpah, fungsi polisi buat apa kalo gini?, no hate ya",Marah,
"Btw guys, gak ngerti ama logika aparat sekarang, peace all ✌️",Lainnya,
"Miris banget, semoga korban dapet bantuan hukum, any thoughts?",Lainnya,
"Ini mah keterlaluan, parahnya bukan main, udah jatuh ditimpa kamera polisi, penasaran ama opini kalian",Lainnya,
"Gue gak habis pikir, gak ngerti ama logika aparat sekarang, sekian aja sih",Lainnya,
"Gue setuju sih, viral kayak gini penting biar dibuka matanya, santai aja bacanya",Lainnya,
"Menurut gw, kita harus bareng-bareng jaga keadilan, peace all ✌️",Lainnya,
"Serius deh, debt collector liar makin berani karena dibiarin, any thoughts?",Lainnya,
"Gak masuk akal sih, jangan takut speak up soal ketidakadilan, good vibes only",Takut,
"Lo pernah liat video itu gak, masa kejadian kayak gitu ga ditindak?, semoga bermanfaat",Lainnya,
"Bener juga ya, tugas polisi bukan jadi kameramen, sekilas pikiran aja",Lainnya,
"Fix banget, liat-liat dulu aja deh, no hate ya",Lainnya,
"Anjir sumpah, akhirnya banyak yang buka suara soal ini 👏, santai aja bacanya",Marah,
"Kocak tapi miris, viral kayak gini penting biar dibuka matanya, apa pendapat kalian?",Lainnya,
"Gue gak habis pikir, fungsi polisi buat apa kalo gini?, gak ada maksud jelek",Lainnya,
"Gokil sih, semoga pelaku dihukum setimpal, semoga bermanfaat",Lainnya,
"Fix banget, viral kayak gini penting biar dibuka matanya, cuma share aja",Lainnya,
"Ini mah keterlaluan, semoga korban dapet bantuan hukum, no hate ya",Lainnya,
"Asli serem, respect sama orang yang rekam dan sebarin videonya, lagi rame nih",Lainnya,
"Kocak tapi miris, liat-liat dulu aja deh, good vibes only",Lainnya,
"Ini mah keterlaluan, lumayan viral nih kasusnya, sekian aja sih",Lainnya,
"Gokil sih, tindakan kayak gini harusnya dilawan bareng-bareng, let’s discuss",Lainnya,
"Asli serem, masa kejadian kayak gitu ga ditindak?, peace all ✌️",Lainnya,
"Baru ngeh deh, itu debt collector udah kayak preman, gimana menurut lo?",Lainnya,
"Serius deh, semoga Polri mau introspeksi, no hate ya",Lainnya,
"Asli parah, rame banget debatnya di medsos, penasaran ama opini kalian",Lainnya,
"Lo pernah liat video itu gak, jangan-jangan udah biasa diem aja?, penasaran ama opini kalian",Lainnya,
"Kocak tapi miris, kok bisa kejadian di depan mapolri?, let’s discuss",Lainnya,
"Sadar gak sih, semoga korban dapet bantuan hukum, semoga bermanfaat",Lainnya,
"Ini mah keterlaluan, semoga ini jadi titik balik perubahan, cmiiw ya",Lainnya,
"Asli serem, masih banyak orang baik yang peduli, santai aja bacanya",Lainnya,
"Asli serem, belum tau latar belakangnya, curious ama pendapat lain",Lainnya,
"Gue setuju sih, udah kayak negara tanpa hukum, gimana menurut lo?",Lainnya,
"Gokil sih, harusnya viral biar ditindak, setuju gak?",Lainnya,
"Btw guys, masyarakat gak boleh diam aja sih, tetap waspada guys 💪",Lainnya,
"Fix banget, kalo rakyat kecil, pasti udah ditangkap tuh, good vibes only",Lainnya,
"Gue baru kepikiran, fungsi polisi buat apa kalo gini?, semoga bermanfaat",Lainnya,
"Gue setuju sih, masih banyak orang baik yang peduli, penasaran ama opini kalian",Lainnya,
"Miris banget, masa kejadian kayak gitu ga ditindak?, peace all ✌️",Lainnya,
"Gue setuju sih, bikin malu banget sih polisi cuma rekam doang, penasaran ama opini kalian",Lainnya,
"Gue setuju sih, polisinya malah nontonin, sumpah absurd, gimana menurut lo?",Lainnya,
"Bener juga ya, akhirnya banyak yang buka suara soal ini 👏, ini opini pribadi",Lainnya,
"Ini mah keterlaluan, kalo rakyat kecil, pasti udah ditangkap tuh, any thoughts?",Lainnya,
"Lo pernah liat video itu gak, kalo rakyat kecil, pasti udah ditangkap tuh, curious ama pendapat lain",Lainnya,
"Fix banget, lumayan viral nih kasusnya, cuma share aja",Lainnya,
"Gak masuk akal sih, ini kalo gak viral, bakalan hilang gitu aja, santai aja bacanya",Lainnya,
"Gue gak habis pikir, tugas polisi bukan jadi kameramen, santai aja bacanya",Lainnya,
"Bener juga ya, pro kontra banget sih ini, curious ama pendapat lain",Lainnya,
"Gokil sih, kita harus bareng-bareng jaga keadilan, santai aja bacanya",Lainnya,
"Bener juga ya, kok bisa kejadian di depan mapolri?, ini opini pribadi",Lainnya,
"Anjir sumpah, kita bayar pajak buat ditontonin doang?, cmiiw ya",Marah,
"Fix banget, semoga korban dapet keadilan 🙏, gak ada maksud jelek",Lainnya,
"Kocak tapi miris, miris banget lihat pembiaran kekerasan gitu, let’s discuss",Lainnya,
"Serius deh, pengen tau ending-nya gimana nanti, setuju gak?",Lainnya,
"Menurut gw, masyarakat gak boleh diam aja sih, semoga bermanfaat",Lainnya,
"Menurut gw, kalo rakyat kecil, pasti udah ditangkap tuh, santai aja bacanya",Lainnya,
"Anjir sumpah, semoga korban dapet bantuan hukum, santai aja bacanya",Marah,
"Gue baru kepikiran, kebetulan nongol terus di FYP, no hate ya",Lainnya,
"Fix banget, liat-liat dulu aja deh, tetap waspada guys 💪",Lainnya,
"Serius deh, semoga korban dapet keadilan 🙏, semoga bermanfaat",Lainnya,
"Nyata banget ini, belum tau latar belakangnya, apa pendapat kalian?",Lainnya,
"Fix banget, malu banget ama instansi yang harusnya melindungi, sekilas pikiran aja",Lainnya,
"Serius deh, rame banget yang repost, setuju gak?",Lainnya,
"Gokil sih, penasaran sama klarifikasi dari pihak polisi, semoga bermanfaat",Lainnya,
"Gak masuk akal sih, respect sama orang yang rekam dan sebarin videonya, peace all ✌️",Lainnya,
"Anjir sumpah, pengen tau ending-nya gimana nanti, curious ama pendapat lain",Marah,
"Nyata banget ini, semoga pelaku dihukum setimpal, santai aja bacanya",Lainnya,
"Lo pernah liat video itu gak, semoga pelaku dan pembiar dihukum adil, good vibes only",Lainnya,
"Baru ngeh deh, tugas polisi bukan jadi kameramen, sekian aja sih",Lainnya,
"Bener juga ya, kalo rakyat kecil, pasti udah ditangkap tuh, tetap waspada guys 💪",Lainnya,
"Fix banget, sekilas kayak pembiaran, tapi pengen liat konfirmasi dulu, no hate ya",Lainnya,
"Anjir sumpah, belum tau latar belakangnya, curious ama pendapat lain",Marah,
"Asli parah, masih banyak orang baik yang peduli, let’s discuss",Lainnya,
"Menurut gw, rame banget debatnya di medsos, apa pendapat kalian?",Lainnya,
"Gue setuju sih, gak ngerti ama logika aparat sekarang, santai aja bacanya",Lainnya,
"Kocak tapi miris, masih nunggu penjelasan dari pihak berwenang, gimana menurut lo?",Lainnya,
"Gue setuju sih, bikin malu banget sih polisi cuma rekam doang, setuju gak?",Lainnya,
"Gue setuju sih, belum tau latar belakangnya, sekian aja sih",Lainnya,
"Menurut gw, kita harus bareng-bareng jaga keadilan, gak ada maksud jelek",Lainnya,
"Gue baru kepikiran, semoga pelaku dihukum setimpal, sekian aja sih",Lainnya,
"Menurut gw, parahnya bukan main, udah jatuh ditimpa kamera polisi, good vibes only",Lainnya,
"Gue gak habis pikir, harusnya viral biar ditindak, semoga bermanfaat",Lainnya,
"Serius deh, kita harus bareng-bareng jaga keadilan, cuma share aja",Lainnya,
"Asli serem, ini bukan cuma salah pelaku, yang diem juga bersalah, curious ama pendapat lain",Lainnya,
"Baru ngeh deh, semoga korban dapet bantuan hukum, santai aja bacanya",Lainnya,
"Fix banget, semoga korban dapet bantuan hukum, santai aja bacanya",Lainnya,
"Ini mah keterlaluan, jangan takut speak up soal ketidakadilan, semoga bermanfaat",Takut,
"Miris banget, kok bisa kejadian di depan mapolri?, tetap waspada guys 💪",Lainnya,
"Sadar gak sih, semoga pelaku dihukum setimpal, apa pendapat kalian?",Lainnya,
"Miris banget, semoga pelaku dihukum setimpal, curious ama pendapat lain",Lainnya,
"Nyata banget ini, fungsi polisi buat apa kalo gini?, good vibes only",Lainnya,
"Asli serem, bener-bener kehilangan rasa aman sih, curious ama pendapat lain",Sedih,
"Fix banget, bingung ama kronologinya, any thoughts?",Lainnya,
"Anjir sumpah, semoga Polri mau introspeksi, no hate ya",Marah,
"Gue baru kepikiran, pengen tau ending-nya gimana nanti, tetap waspada guys 💪",Lainnya,
"Nyata banget ini, kalo rakyat kecil, pasti udah ditangkap tuh, good vibes only",Lainnya,
"Menurut gw, semoga Polri mau introspeksi, penasaran ama opini kalian",Lainnya,
"Lo pernah liat video itu gak, viral kayak gini penting biar dibuka matanya, apa pendapat kalian?",Lainnya,
"Asli serem, fungsi polisi buat apa kalo gini?, curious ama pendapat lain",Lainnya,
"Lo pernah liat video itu gak, bikin malu banget sih polisi cuma rekam doang, apa pendapat kalian?",Lainnya,
"Baru ngeh deh, malu banget ama instansi yang harusnya melindungi, lagi rame nih",Lainnya,
"Gokil sih, miris banget lihat pembiaran kekerasan gitu, sekian aja sih",Lainnya,
"Serius deh, ini kalo gak viral, bakalan hilang gitu aja, santai aja bacanya",Lainnya,
"Btw guys, masih banyak orang baik yang peduli, gak ada maksud jelek",Lainnya,
"Fix banget, jangan-jangan udah biasa diem aja?, cuma share aja",Lainnya,
"Gue setuju sih, rame banget debatnya di medsos, sekian aja sih",Lainnya,
"Nyata banget ini, masih banyak orang baik yang peduli, let’s discuss",Lainnya,
"Fix banget, masa kejadian kayak gitu ga ditindak?, setuju gak?",Lainnya,
"Lo pernah liat video itu gak, tindakan kayak gini harusnya dilawan bareng-bareng, penasaran ama opini kalian",Lainnya,
"Anjir sumpah, kita harus bareng-bareng jaga keadilan, gimana menurut lo?",Marah,
"Miris banget, kok bisa diem aja sih? 😤, ini opini pribadi",Lainnya,
"Btw guys, bener-bener kehilangan rasa aman sih, santai aja bacanya",Sedih,
"Serius deh, parahnya bukan main, udah jatuh ditimpa kamera polisi, gimana menurut lo?",Lainnya,
"Ini mah keterlaluan, semoga Polri mau introspeksi, any thoughts?",Lainnya,
"Asli serem, ini bukan cuma salah pelaku, yang diem juga bersalah, tetap waspada guys 💪",Lainnya,
